whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
Watch the super hot plasma field grow as Starship re-enters the atmosphere!,0,0,0,0,0.7468,0.0038,0.2493,2.492,1.18,0.002,0.203,0.947,-2.378,1.345,-0.996,1.195,0.028,1.095,-0.52,1.22,-1.653
The evolution here is insane! SpaceX is one of the most innovative companies on the planet. Starship is evolving rapidly,0,0,1,0,0.9806,0.0046,0.0148,-1.104,2.119,0.001,0.218,2.604,1.766,2.695,-0.868,2.543,-1.001,1.814,-0.431,2.255,-1.348
"BREAKING: Per DHS sources to me & , the Haitian man arrested for raping a 15 y/o disabled girl at a migrant hotel in Massachusetts Wednesday night came to the U.S. via the Biden admin’s parole program for Haitians, which allowed him to fly into JFK airport in NYC direct from Haiti in June 2023 w/ a 2 year parole grant. We’re told that ICE has now filed a detainer on 26-year-old Cory B. Alvarez with local authorities, & that he had a sponsor listed in New Jersey as part of his parole. The Biden admin’s controversial CHNV parole program allows up to 30,000 Cubans, Haitians, Nicaraguans, and Venezuelans to fly into the U.S. after they’ve supposedly been vetted and have a sponsor in the U.S. The recipients typically receive two year “humanitarian parole” grants, which allow them to apply for work authorization and live in the U.S. According to CBP data, at least 138,000 Haitians have been brought to the U.S. since the start of the Biden admin’s program in January 2023. The Biden admin considers this program a “lawful pathway”, and the recipients bypass the border entirely, flying over it instead. The program is an effort to cut down on high numbers of illegal crossings at the border. I reached out to CBP & DHS for comment yesterday, and have not heard back yet. Alvarez’s CBP photo via source 👇🏻 The far left US administration is using your tax dollars to fly violent criminals into America",0,0,1,0,0.0273,0.0567,0.916,2.229,1.94,0.001,0.328,1.89,-0.954,1.637,-1.357,2.193,-0.033,2.497,2.702,2.354,0.08
"Powerwall 3 is flood resistant in over 2 ft (70 cm) of water, keeping your home powered even in the most severe weather Powerwall keeps your home power on even if the utility is out for many hours",0,0,1,0,0.5764,0.0122,0.4115,-1.565,-0.854,0.0,0.159,17.302,9.398,15.92,0.635,16.957,2.895,20.067,12.608,21.107,7.323
"FBI Director says he's concerned illegal migrants entering the U.S. at the border could cause another 9/11 terrorist attack. Biden doesn’t care. That’s why I declared an invasion at the border, deployed the National Guard & building a border wall. Only a matter of time",0,0,1,0,0.0099,0.8409,0.1491,-0.49,1.808,0.001,0.139,-1.933,0.278,-0.098,2.739,-1.873,2.517,-2.302,-2.24,-2.914,4.889
No one is surprised This article understates the magnitude of the problem – Google interferes to help Democrats thousands of times every election season! This is to be expected when their censorship (aka “Trust & Safety”) teams are have far left political views.,0,0,1,0,0.0124,0.8286,0.159,-2.333,2.606,0.001,0.374,-1.727,0.252,-2.371,0.044,-3.208,1.211,-3.161,0.542,-4.544,2.682
"BREAKING: The LAPD forms a special task force to combat organized foreign gangs burglarizing homes The organized gangs are coming from Peru, Columbia, Ecuador, Chile, etc OVER NINE HUNDRED HOMES in LA were burglarized since January 2024 Similar patterns are emerging in Arizona And the Biden Administration does nothing",0,0,1,0,0.0108,0.704,0.2852,2.79,2.628,0.001,0.522,2.191,0.469,2.191,-0.143,3.268,1.523,3.014,0.463,2.066,0.507
"Illegal immigrants can now carry guns, a federal judge has ruled. At this point, it seems like illegals have as many rights as US citizens but without even half the responsibilities. U.S. District Judge Sharon Johnson Coleman has ruled that an illegal immigrant's Second Amendment rights were violated when he was charged with unlawfully possessing firearms. The case in question involves Heriberto Carbajal-Flores, an undocumented immigrant who was charged under 18 U.S.C § 922, a federal statute prohibiting illegal aliens from carrying guns or ammunition. However, Judge Coleman determined that this law, as applied to Carbajal-Flores, infringes upon his constitutional right to keep and bear arms. The defense team successfully argued that the government failed to demonstrate how the statute aligns with America's historical tradition of firearm regulation, a requirement set forth by the Supreme Court in 2022. They contended that lifetime disarmament based solely on alienage or nationality lacks roots in U.S. history and tradition. Remarkably, Judge Coleman noted that Carbajal-Flores has no prior convictions for felonies, violent crimes, or weapons offenses. She even acknowledged his claim that he obtained and used the handgun exclusively for self-protection during a period of documented civil unrest. The implications of this ruling are profoundly troubling. By extending Second Amendment protections to illegal immigrants, the court has effectively prioritized the rights of non-citizens over the safety and security of American citizens. It sets a dangerous precedent that could lead to a surge in armed illegals , further compromising the US' already strained immigration enforcement efforts. Moreover, this decision raises serious questions about the consistency and coherence of the legal system. How can anyone justify granting constitutional gun rights to those who have willfully violated immigration laws, while law-abiding citizens face increasing restrictions on their Second Amendment freedoms? Source: Newsmax Troubling",0,0,1,0,0.0222,0.4545,0.5233,2.005,-0.649,0.002,0.142,1.091,-2.098,1.117,2.351,0.213,-0.684,-2.212,3.175,-2.71,6.502
"Most reasonable people, because they are reasonable, cannot believe that the goal of the far left is to end America",0,0,0,0,0.0795,0.4455,0.4751,0.545,-0.529,0.0,0.129,1.254,0.808,1.98,1.18,3.434,-0.57,4.524,-1.595,5.977,-1.124
"HUGE WIN. The Supreme Court will now ALLOW the Texas National Guard to arrest & deport illegal aliens within the state of Texas. A big blow to the Biden administration. Crazy that Texas has to do the job of the Biden administration, which filed aggressive legal action to stop the state! If anyone still doesn’t believe that ushering in illegals is the goal of the Biden administration, this should convince them.",0,0,1,0,0.2463,0.3659,0.3878,2.016,1.638,0.0,0.186,-0.856,2.489,-0.449,0.12,-1.143,0.399,0.497,1.467,1.865,4.091
"UNBELIEVABLE: Top healthcare company Mayo Clinic is discriminating against straight white people in their ""inclusive"" hiring practices. Even criminals are being prioritized to be hired as nurses. How does this ensure patients will receive the best medical care possible? Reality has become more bizarre than parody! Also, employment discrimination is illegal, so they are breaking the law.",0,0,1,0,0.0061,0.918,0.0759,2.27,0.934,0.001,0.314,-0.962,0.427,-1.262,1.283,0.18,0.059,-0.613,0.519,1.153,-0.006
"When sending medical advice, ask your doctor, but also ask an experienced nurse. Nurses are underrated.",0,0,0,0,0.2766,0.1223,0.601,1.732,-0.424,0.001,0.303,2.274,1.019,-1.222,0.195,-3.463,-0.559,-8.047,2.033,-9.143,-0.194
Washington State Gov signed a bill mandating LGBTQ history be taught in public schools. Wake UP America. They are coming for your children. They are,0,0,1,0,0.0482,0.4552,0.4966,0.908,-0.991,0.001,0.343,0.235,-1.246,1.772,-0.975,0.724,-1.321,1.689,-1.69,3.114,-1.445
LEGO is demanding California cops stop using their brick heads to replace criminals' faces on social media Just when you think reality can’t get more surreal 🤣🤣,0,0,1,0,0.0601,0.6374,0.3025,-2.302,1.49,0.0,0.33,-3.3,0.166,-3.944,-0.604,-0.952,0.34,-3.024,-0.551,-2.295,-0.537
"It's All Much Worse Than I Thought The corporate media are all-in on government censorship Over the last three years, we have come to learn of the role that our own government officials have played in demanding censorship by social media platforms. Some of this censorship was overt, particularly as it related to COVID. However, some of it was also done in secrecy, as we discovered in the Twitter Files. Many of us thought that once we had uncovered the censorship, governments would be sufficiently embarrassed to stop doing it. And to some extent, that has been the case. But now, governments around the world are stepping up their efforts to demand more censorship. Last week, the Federal Bureau of Investigation quietly announced it had resumed its outreach to social media companies. Scotland’s Police could even investigate comedians under a new hate speech law if someone complains about a joke. Major media outlets are currently working with government-funded censorship activists at the University of Washington and Stanford Internet Observatory to demand greater censorship in the name of “saving Democracy.” Without a doubt, those of us who have uncovered censorship have had an impact. On “60 Minutes” last Sunday, the government-funded advocates of censorship at the University of Washington said they have stopped demanding censorship of social media platforms. Simply drawing awareness to who is demanding censorship and who is funding them has weakened their power. But governments, government-funded NGOs, and the news media have been relentless in their demands for a crackdown on speech they deem hateful and false. At the Supreme Court last week, Justice Ketanji Brown Jackson expressed unironic concern that the First Amendment restricts the government’s ability to censor. And everyone from the New Yorker to the New York Times to NBC is suggesting that the only people who are worried about government censorship are Trump supporters, which is obviously false. The 60 Minutes segment was particularly shocking. Lesly Stahl never mentioned the mass censorship of accurate information about COVID’S origins, COVID vaccines, and lockdowns. She falsely suggested that shining a light on the censorship activists was tantamount to persecution. And she suggested that if the government didn’t do more to censor misinformation, Trump supporters would overthrow the government, which is a form of disinformation aimed at scaring people into giving up our first and most fundamental freedom. There are many reasons why they are doing this.... True",0,0,1,0,0.0157,0.7212,0.2632,0.261,-0.838,0.0,0.27,-0.45,-0.169,0.786,-0.757,3.398,1.47,0.916,-0.246,1.176,-0.694
"Please share this post with your friends who still believe the legacy media. X has over 8 billion daily active user minutes on average so far in 2024, up 10% from last year. On the other hand, legacy media did actually decline by 20% last year",0,0,1,0,0.2885,0.0751,0.6364,2.465,-1.456,0.001,0.412,2.876,0.488,2.818,-0.108,3.168,-0.803,3.373,-0.621,3.408,-0.702
"Elon Musk NBC just hired & immediately fired Ronna McDaniel, because the team refused to let even one Republican join them – that’s how biased they are!",0,0,1,0,0.0107,0.8714,0.1178,-0.859,1.011,0.001,0.115,-2.85,-1.29,-2.498,-2.689,-1.814,-1.439,-3.215,-1.984,-5.13,4.915
"Prince Harry named in $30 million sex trafficking lawsuit against Sean ‘Diddy’ Combs Community Notes corrects all accounts: Presidents of countries, media, government agencies, advertisers. No exceptions. Nothing is perfect, but Notes is the best source of truth on the Internet by far.",0,0,1,0,0.1701,0.1234,0.7065,2.215,-0.792,0.002,0.293,0.228,-1.972,0.677,-1.731,0.708,-1.196,0.708,-2.264,-0.492,-1.133
"How does a spacecraft survive a wild rocket ride and harsh space conditions? By passing a series of tests here on Earth first. Preparing to launch in less than six months, recently endured shaking, chilling, airlessness, and more: This is an especially important mission. Some chance it may find signs of life in Europa, a moon of Jupiter!",0,0,1,0,0.5123,0.0335,0.4542,1.651,-0.77,0.001,0.162,-0.654,-1.912,-3.758,5.128,-3.164,2.566,-2.707,-0.418,-3.249,-1.969
"Reliable high-speed internet, even where you least expect it. Starlink app updated with Mars mode 🛰️ 🔴 Starlink helps fund humanity getting to Mars",0,0,1,0,0.923,0.0022,0.0749,-1.372,0.665,0.0,0.2,2.158,5.184,-0.899,0.314,1.547,1.489,9.494,7.275,7.813,0.858
So many April Fool’s jokes that are actually plausible given the increasingly insane real things happening in the world!,0,0,0,0,0.314,0.3373,0.3487,-1.362,-0.928,0.0,0.472,-0.43,-0.952,-1.086,-1.077,-1.218,-1.106,-1.742,-1.066,-2.53,-0.506
"""I think we should significantly increase legal immigration. If someone has a track record of working hard & hasn’t committed crimes, they should be welcomed. I’m just against a massive number of unvetted people flooding into America, which any rational person should be."" That is indeed what I’ve said many times",0,0,1,0,0.313,0.0983,0.5887,2.276,1.974,0.002,0.249,1.077,-1.281,1.81,-0.921,2.448,0.391,2.145,2.348,2.926,-0.531
System purge of bots & trolls underway. Please reply to me or if legitimate accounts are suspended. X Corp will be tracing the people responsible and bringing the full force of the law to bear upon them.,0,0,0,0,0.0121,0.7216,0.2662,-1.225,-2.132,0.0,0.362,-5.158,-0.866,-5.71,-0.725,-4.288,-0.555,-1.19,-0.303,-3.042,-1.455
𝕏 is replacing the mainstream news media. 🥇 This momentum will increase dramatically as we integrate AI-generated news trends & search into 𝕏,0,0,1,0,0.9066,0.0027,0.0907,1.692,1.162,0.001,0.098,0.49,-5.0,0.052,-3.38,0.884,1.492,2.291,-3.678,1.671,-1.235
"Foreign-born population growth: Barack Obama: 68,000 per month Donald Trump: 42,000 per month Joe Biden: 172,000 per month This is crazy!",0,0,1,0,0.184,0.1741,0.6419,2.326,-0.714,0.0,0.388,-3.578,-0.084,-1.539,-1.051,0.377,-0.762,-0.654,-1.694,-0.237,-1.398
"""The truth about DEI is that although it's well-intentioned, it's mostly garbage."" Daily Show 🙌",0,0,1,0,0.0902,0.7258,0.184,-2.417,1.458,0.001,0.327,-1.557,-0.641,-3.549,0.135,-3.975,0.682,-3.478,1.203,-3.798,-0.572
Reuters is lying because Reuters is dying. 🪦 Reuters is dying,0,0,1,0,0.007,0.9161,0.0769,-2.722,-0.826,0.004,0.3,-1.332,-0.719,-0.5,-0.019,-1.201,-0.953,-1.186,-1.27,-1.872,-0.999
Press the search button 🔍 to see real-time customized news for you created by Grok AI,0,0,0,0,0.2634,0.0061,0.7305,2.067,-1.004,0.002,0.129,-1.186,-2.55,-1.084,0.142,-1.572,-0.649,1.247,0.644,0.007,-2.309
"Let's talk about the report that exposed Brazil's ""aggressive censorship,"" Elon Musk's refusal to comply, and what it means for the world Accurate",0,0,1,0,0.0343,0.3315,0.6342,-1.396,0.583,0.001,0.508,-0.03,-0.58,0.767,-0.285,0.682,-0.273,-0.801,-0.673,-1.939,0.538
"Glenn Greenwald Rants About Brazil's Alexandre De Moraes' Authoritarian Censorship Regime Citing The New York Times ""The Brazilian left hated him until he took on the role of chief censor and began censoring, apparently, almost everybody who the Brazilian left regarded as their enemy."" ""Especially, Bolsanaro supporters. Including ordering members of Congress arrested and journalists having their homes searched and seized, and now he's a hero to the Brazilian left."" ""If you question this judge, you will be called a defender of fascism even though what this judge is most known for is this very extreme censorship regime that was even a bridge too far for the New York Times."" ""Mr. Moraes has jailed five people without a trial for posts on social media that he said attacked Brazil's institutions. He didn't order them censored. He ordered them jailed with no trial."" ""The only time in my entire career as a journalist that I have ever wondered if I should really be questioning, challenging, or critiquing a political official is this person, who has gone so far as to order people to be imprisoned without a trial for criticizing him."" ""If you criticize Alexandre De Moraes, you get banned or perhaps imprisoned, which is why I spent every second up until this show started on the phone with my lawyers."" ""Alexandre De Moraes is the target of people's criticism, so in his view, he's the victim of people's illegal speech. He then initiates his own legal process to get these people arrested or censored, and then he sits as the judge in his own case—a case that he himself initiated. A case that he considers himself the victim. Then, he judges these people guilty and orders them to be arrested or banned from the internet."" ""Do you know how repressive a censorship regime has to be for the New York Times to write an article like this? Regardless of how authoritarian or repressive you think Bolsanaro is, the institutions acting against him, in particular this Supreme Court, have become more repressive."" The full episode with is below. 𝕏 supports the people of Brazil, without regard to political affiliation. Does Judge ?",0,0,1,0,0.0136,0.6211,0.3653,1.085,0.371,0.0,0.625,1.471,-0.279,1.324,-0.541,-0.236,0.785,0.591,-0.82,1.952,-0.439
Was cool to see the eclipse from Austin. ~27 years before it happens here again.,0,0,0,0,0.9644,0.0029,0.0327,-2.311,-0.588,0.0,0.111,0.933,-1.212,6.389,2.382,5.316,0.522,5.896,-0.35,5.399,-4.035
"Dear ,heartfelt thanks for championing free speech in Brazil. Exciting news: as senators,we've greenlit a public hearing via our Security Committee (). We'd be honored to have you and Mr. to speak about the Twitter files scandals exposing political censorship in our country,even virtually. If you're in,we'll reach out to coordinate. Peace and good ! You are most welcome 🙏",0,0,1,0,0.9636,0.0025,0.0339,0.795,-2.199,0.003,0.484,-0.981,-0.819,-1.993,-0.778,-1.167,-0.784,-1.857,-1.061,-2.881,-0.147
"When you walk aboard an flight with Starlink, the internet will just work 🛰️✈️❤️ With Starlink, it feels like you’re on the ground, rather than in the air!",0,0,1,0,0.9587,0.0024,0.0389,1.643,0.464,0.001,0.251,0.835,-0.704,-1.178,-0.775,1.299,-0.559,0.763,-1.169,1.61,0.398
"At the heart of this debate is our belief that some of the court orders we have received are not in line with the Marco Civil law or the Brazilian Federal Constitution. People should know why their account is blocked, or why they are being investigated, and given due process to defend themselves in public court. We believe this right is guaranteed by Marco Civil Law and the Brazilian Federal Constitution. The secrecy around this process is damaging to trust in public institutions. We have filed many appeals, some of which have been pending for more than a year. Not hearing these appeals is a violation of due process. We call on the court to lift the secrecy orders without delay, to hear our appeals, and for the other branches of the Republic to make every effort, within their respective jurisdictions, to demand the transparency essential in a thriving democracy. _______ No centro desse debate está nossa crença de que algumas das ordens judiciais que recebemos não estão de acordo com o Marco Civil da Internet ou com a Constituição Federal brasileira. As pessoas devem saber por que sua conta está bloqueada ou por que estão sendo investigadas, e devem ter direito ao devido processo para se defenderem em um tribunal público. Acreditamos que esse direito é garantido pela Lei do Marco Civil e pela Constituição Federal do Brasil. O sigilo em torno desse processo está prejudicando a confiança nas instituições públicas. Entramos com vários recursos, alguns dos quais estão pendentes há mais de um ano. Ignorar esses recursos é uma violação do devido processo legal. Pedimos ao tribunal que levante as ordens de sigilo sem demora, que ouça nossos recursos e que os outros poderes da República façam todos os esforços, dentro de suas respectivas jurisdições, para exigir a transparência essencial em uma democracia próspera. 𝕏 respects the laws of Brazil and all countries in which we operate. When given an order to break the law, we must refuse.",0,0,1,0,0.0272,0.4325,0.5403,-2.453,0.676,0.001,0.214,-3.046,-0.564,-1.923,-0.506,-1.785,-0.727,-2.448,-1.346,-3.486,-0.549
"Banning X accounts, with no due process, violates sections 8, 9, 17, 27, & 36 under Title II of the Fundamental Rights and Guarantees of the individual and collective under Brazil’s Constitution. Exactly",0,0,1,0,0.0101,0.7221,0.2679,0.409,1.395,0.001,0.295,3.75,2.308,2.091,0.163,1.16,0.346,1.281,-1.139,2.01,0.339
". highlights 's opposition to Brazil's authoritarian censorship regime. The censorship framework in Brazil mirrors tactics employed by the US government to suppress dissenting voices under the guise of combating disinformation. ""Any criticism of this judge that offends him will result in punishment, no trial, no due process, and that's what they've done now to Elon Musk."" ""This censorship regime has no basis in law. They actually tried to pass a law several months ago that would democratically enact this censorship regime to formally define the powers and the responsibilities of big tech. But they could not get the votes in Congress to pass it."" Thus, Judge Alexandre de Moraes was given unilateral authority to dictate permissible online speech. ""When they issue these orders to these platforms, they say, we want this member of Congress banned, we want this journalist banned, we want this activist banned. They provide no due process. They provide no explanation. And these orders are never sent to the individuals who are being censored."" ""There is no judicial process for contesting the order. If you do try to contest it, you go right to the judge who issued it, and obviously, you have no chance of being heard."" ""It's not just censorship. It's censorship with no due process in the most Kafkaesque way; there's not even a legal framework for it."" ""They're not even allowed to inform their users that they received a judicial order. Let alone disclose to the public or their users what the content of the order is. They just have to obey and ban the individuals named in the order, and if they don't do so within two hours of receipt, they will face daily fines of $20,000 for every account they fail to ban."" In January 2023, Greenwald obtained one of these judicial orders that revealed arbitrary bans on democratically elected congress members of the House and Senate, including 25-year-old politician Nikolas Ferreira, who garnered record-breaking support. Ferreira not only secured a historic victory by amassing the largest vote total of any congressional candidate in Brazil's history but also garnered over a million votes in his state, surpassing all other candidates in the 2022 election. However, despite his widespread support, the judge overseeing the censorship regime arbitrarily banned Ferreira from all online platforms, silenced him, and deprived him of his online presence without any explanation or opportunity for due process. Senators, journalists, and activists who express dissenting opinions or criticize this censorship are similarly targeted for censorship by the same judge, highlighting the authoritarian nature of these actions. ""Needless to say, Google, YouTube, Facebook, Instagram, and WhatsApp, which is by far the most popular chat platform in Brazil, have always just meekly complied with every censorship order they got from Brazil, but Elon Musk decided he had enough."" Tyranny",0,0,1,0,0.0111,0.6471,0.3418,-2.396,1.182,0.0,0.312,-5.335,-0.863,-2.111,-0.452,2.71,0.013,5.392,0.701,4.42,-0.979
Liftoff of USSF-62 – SpaceX’s 12th National Security Space Launch on a Falcon rocket Congrats SpaceX Team & on completing 3 orbital Vandenberg launches in 11 days! Might be a record.,0,0,1,0,0.9439,0.0021,0.0541,2.296,-1.231,0.001,0.31,0.664,-1.005,1.389,1.582,3.415,2.229,3.79,0.795,3.007,1.21
"My Crazy True Story On April 1st, Tesla unlocked Full Self-Driving capability for all Tesla vehicles in America. In a moment of dire need, at 2:00 am the following morning, I found myself grappling with severe dehydration and a blood glucose level of 670 due to a malfunction in my insulin pump. With no time to spare, I turned to my Model Y for assistance. Engaging the new Full Self-Driving feature with a simple double click on the steering column stalk, I was astounded by the results. Without any intervention, the car skillfully navigated the 13-mile journey from my home to the VA Emergency Room, offering to autonomously park it upon arrival and let me seek immediate medical attention. Despite enduring a mild heart attack, I left the hospital with no restrictions on my exercise regimen, a testament to the swift and efficient response facilitated by the vehicle and the # 1 VA in America. As an owner of luxury vehicles including Porsche, Mercedes, BMW, Acura, and Cadillac, I can unequivocally declare Tesla the pinnacle of automotive innovation today. Its lifesaving capabilities in critical moments underscore its superiority. The leap from traditional vehicles to Tesla's Full Self-Driving functionality is like upgrading from a basic phone to a smartphone. As a resident of a solar-powered home, the cost of energy for the last 7000 miles has been minimal, I've saved nearly $1000. I extend my gratitude to Elon Musk for his crazy erratic leadership in advancing technology that is more than just transportation. As someone who shares Elon's place ""on the spectrum"", I am particularly appreciative of his commitment to excellence and innovation. He has profoundly impacted our world and personally impacted my own. Thanks, Tesla, and thanks, Charles George VA Medical Center team! Glad Tesla FSD was there to help and that you’re feeling well!",1,0,1,0,0.3446,0.1323,0.5231,2.136,0.413,0.001,0.424,1.06,-1.105,0.759,-0.506,1.391,-1.0,0.829,-0.758,1.395,-0.714
"𝕏 Brasil has filed many appeals, some of which have been pending for more than a year. There are 42 cases where they have filed appeals and received no response. Additionally, they have three motions for clarification awaiting a response. 🇧🇷 And the appeal process is a sham",0,0,1,0,0.0056,0.8817,0.1127,0.97,-2.208,0.001,0.405,-3.819,1.469,-2.982,-0.433,-5.242,3.756,-3.484,0.007,-5.324,-0.38
"Today , Head of the America's at X, addressed the 's Board of Global Advertisers regarding the recent situation with and . In the spirit of transparency, please find her remarks below. Remarks: Hi everyone, I am not sure if you are all aware of the recent news surrounding X & Doubleverify, so I wanted to take a few minutes to share the latest with all of you. Since October, DoubleVerify has been mis-reporting the Brand Safety scores of X. We know this is important information for this group in particular, given the historical commitment to sound measurement and transparency across the marketing & advertising ecosystem. Before I share the full scope of details, I want to point out that we have been hard at work ensuring we have the controls needed across the platform to ensure safety for our users and our customers. After listening closely to the marketplace, we have built sensitivity settings, keyword adjacencies and have developed partnerships with both IAS & DoubleVerify to allow for 3rd party verification. I also want to point out that none of these capabilities were available prior to acquisition. Now for some details on the current situation. As mentioned, unfortunately, our team has uncovered a serious issue in the way DoubleVerify was reporting on our Safety scores over the last almost 5 months. This is an error in their systems that impacted ONLY X. After digging in with the DV team, I am happy to share that the good news is, we have consistently delivered a safety score of 99.99%, which is above global industry standards and in alignment with safety scores measured by IAS. DV has accepted responsibility and their CEO has issued a public apology. Additionally, our CEO, Linda Yaccarino has shared detailed comms on the subject. We are working closely with DV on the matter, and the situation remains fluid. Unfortunately Holding Companies, and maybe some of you in the room, made investment decisions based on this flawed data. Our ask -- please connect with your agencies & measurement partners to ensure you have the most accurate information. We are proud of the work we are doing, to ensure our customers have the tools needed to ensure brand safety across our platform. We are now at or above industry standards, in all metrics and capabilities. The other good news to share is that we have so much innovation and momentum across the company. As we continue to build The Everything App, we are seeing hundreds of brands reactivating and increasing their investment. We know safety is important to all of you, and it is at the core of all that we are doing at X and we are really excited to get back to business with all of you. Thanks to the 𝕏 team for discovering this and for responding quickly to correct the error",0,0,1,0,0.1018,0.0218,0.8764,-1.029,1.266,0.001,0.261,3.244,2.422,3.861,0.079,2.544,-0.757,1.803,-1.225,0.156,-0.275
X platform’s brand safety score for advertisers hurt by error for almost 5 months Worth noting that the actual brand safety score is almost perfect,0,0,1,0,0.5429,0.1117,0.3454,-2.071,0.561,0.001,0.189,-3.638,6.308,-4.315,2.25,-4.186,0.857,-3.236,-0.812,-4.747,-0.725
"X Corp. has been formally subpoenaed by the U.S. House of Representatives Judiciary Committee to provide information on orders from the Brazilian Supreme Court regarding content moderation. To comply with its obligations under U.S. law, X Corp. has responded to the Committee. - A X Corp. foi formalmente intimada pelo Comitê Judiciário da Câmara dos Deputados dos Estados Unidos a fornecer informações sobre as ordens do Supremo Tribunal Federal do Brasil em relação à moderação de conteúdo. Para cumprir suas obrigações de acordo com a legislação dos EUA, a X Corp. respondeu ao Comitê. United States laws prevent 𝕏 from participating in corruption that violates the laws of other countries, which is what is demanding that we do",0,0,1,0,0.0555,0.0191,0.9254,2.306,-0.051,0.001,0.276,0.782,-1.815,0.994,0.688,0.436,-1.532,0.782,-1.424,0.994,-2.102
Senior editor has been suspended from the public radio network he's served for 25 years after sharing concerns about bias in The Free Press: NPR has become a hard left propaganda machine that tolerates no dissent,0,0,1,0,0.0055,0.8655,0.129,-0.958,-0.933,0.0,0.217,0.38,-0.446,-0.327,-0.285,-1.935,-0.36,-3.093,-0.517,-5.409,0.997
The moment of this alleged child rapist’s arrest while we were with ICE Boston. He was their fourth alleged child rapist arrest of the morning. All had been released by local jurisdictions who refused to cooperate with ICE. When will this madness stop?,0,0,1,0,0.006,0.8823,0.1117,2.399,-0.161,0.001,0.245,-0.183,0.841,0.643,-1.222,-0.214,0.267,-0.128,-1.041,2.784,1.351
"7.2 MILLION That’s how many illegals have entered the United States under the Biden Administration— more than the population of 36 states. Over 1,000 of them took over NYC City Hall Park here to protest being sent to shelters and they are demanding permanent housing. More than the population of 36 states in just over 3 years! I am very much in favor of legal immigration, being an immigrant myself, but allowing a flood of millions of unvetted people to enter the United States illegally is insane.",0,0,1,0,0.0466,0.5972,0.3562,1.908,0.353,0.001,0.349,0.346,-0.353,0.655,-1.284,0.402,-1.606,-0.018,-1.137,0.879,0.678
NPR's CEO believes that truth is subjective and the pursuit of truth can get in the way of getting things done. Aces. The software running in her head is the anti-Grok – hates truth & humor 😂,0,0,1,0,0.0295,0.74,0.2305,1.652,-0.211,0.001,0.33,4.515,1.868,4.515,0.705,4.615,-0.561,2.71,1.39,3.813,-0.832
"EXCLUSIVE: Katherine Maher says that she abandoned a ""free and open"" internet as the mission of Wikipedia, because those principles recapitulated a ""white male Westernized construct"" and ""did not end up living into the intentionality of what openness can be."" That’s literally the point of Wikipedia",0,0,1,0,0.0212,0.5006,0.4782,1.36,1.187,0.001,0.443,1.476,-0.398,2.604,0.282,2.695,-0.231,0.619,1.07,1.07,-0.502
"NEWS: A landmark event occurred in the US on Tuesday night when battery storage become for the first time the largest source of supply in the California grid, which delivers electricity to the world’s fifth biggest economy. This will increasingly be the case",0,0,1,0,0.725,0.0038,0.2712,-1.889,1.145,0.002,0.375,-1.774,0.112,-1.326,0.144,-1.637,0.403,-1.559,0.539,-1.365,0.814
"Given the relentless attacks on free speech, I am going to fund a national signature campaign in support of the First Amendment",0,0,0,0,0.1673,0.1882,0.6445,-2.726,1.892,0.001,0.233,-0.476,-0.246,-0.242,-1.594,-0.244,-1.214,-0.824,-1.669,-0.708,-1.1
"Let's review: NPR hired a CEO who opposes a ""free and open"" internet, believes that truth is a ""distraction,"" describes the First Amendment as a ""challenge"" to narrative control, and admits that she censored speech ""through conversations with government."" This is NPR, exposed. The opposition to free speech (under the guise of “hate speech”) in America by hard left activists is much greater than most people realize",0,0,1,0,0.0096,0.765,0.2255,-0.226,2.085,0.001,0.225,0.045,-3.219,0.077,-2.626,-0.271,-2.01,-0.471,-1.844,-0.007,-1.116
"In my opinion, TikTok should not be banned in the USA, even though such a ban may benefit the 𝕏 platform. Doing so would be contrary to freedom of speech and expression. It is not what America stands for.",0,0,0,0,0.0105,0.8145,0.175,-0.78,-2.422,0.0,0.369,-6.064,1.541,-5.977,0.708,-4.575,3.345,-5.34,3.161,-8.399,5.06
I don’t think most people quite yet grasp the monumental significance of the sudden collapse of nearly the entire state insurance industry in California. There is one entity responsible: state government. Without insurance you can’t purchase or own anything unless you’re very rich or a big corporation. This will have tremendous ramifications for everyone here. Stay tuned. Mad insurance regulation & extremely high litigation costs are the root causes,0,0,1,0,0.0195,0.7621,0.2183,-1.372,0.396,0.001,0.369,-0.256,-0.596,-0.627,-1.042,-0.997,-0.46,-1.554,-0.761,-2.748,-0.706
"Australia's Prime Minister taking time during his presser to advertise for Elon. ""By and large, [other social media] responded appropriately to the calls [for censorship] by the E-Safety Commissioner. X chose not to. ... We know, I think overwhelmingly, Australians want misinformation and disinformation to stop."" I’d like to take a moment to thank the PM for informing the public that this platform is the only truthful one",0,0,1,0,0.301,0.038,0.661,-1.655,1.609,0.001,0.21,3.622,2.286,2.825,-0.093,1.883,0.777,4.274,2.115,8.853,4.657
"Don’t take my word for it, just ask the Australian PM!",0,0,0,0,0.0405,0.4108,0.5488,1.289,-2.073,0.0,0.272,0.015,-0.266,-0.16,-0.463,0.365,-1.238,0.889,-1.41,0.015,-1.142
